# ----------------------------------------
# Search page
# Search Terms
# 20150316-20150818
# ----------------------------------------

Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
bing,"2,786",2.11,28.00%,38.54%,00:02:21,0.03
motor,"2,784",2.06,19.54%,43.03%,00:02:25,<0.01
burp,"2,761",2.34,36.80%,30.68%,00:03:14,0.02
dream,"2,757",2.54,36.16%,28.87%,00:04:09,0.04
percussion,"2,757",3.77,37.58%,18.48%,00:04:09,0.04
cave,"2,754",2.87,35.04%,25.43%,00:04:48,0.02
tick,"2,735",2.24,38.87%,29.94%,00:02:58,0.02
pencil,"2,724",2.22,36.86%,32.40%,00:03:46,0.02
stomp,"2,717",2.37,33.75%,33.01%,00:03:18,0.02
whale,"2,712",2.30,39.93%,30.57%,00:03:53,0.03
rap,"2,696",2.42,35.46%,30.91%,00:02:59,0.07
keys,"2,683",1.94,24.34%,43.07%,00:03:16,0.01
female,"2,682",4.18,39.45%,16.42%,00:04:18,0.06
industrial,"2,677",3.15,35.90%,22.29%,00:04:11,0.06
cough,"2,671",2.18,33.81%,35.46%,00:03:29,0.03
fuck,"2,664",2.27,33.71%,33.33%,00:02:45,0.03
tiger,"2,649",2.11,31.67%,38.17%,00:03:01,0.03
message,"2,647",2.56,31.43%,30.04%,00:02:33,0.03
warning,"2,646",3.29,31.29%,23.75%,00:03:47,0.03
fairy,"2,636",2.52,30.42%,32.28%,00:03:38,0.06
flying,"2,627",1.86,15.91%,50.24%,00:02:17,0.01
blink,"2,614",1.88,25.67%,45.25%,00:03:01,0.02
fighting,"2,611",2.59,21.60%,34.73%,00:03:33,0.03
drinking,"2,608",1.99,25.12%,42.27%,00:03:40,0.01
xylophone,"2,597",3.17,36.31%,24.06%,00:04:14,0.04
sweep,"2,596",2.68,30.59%,28.74%,00:03:17,0.03
cello,"2,593",3.21,40.34%,21.50%,00:04:37,0.05
throw,"2,589",2.55,19.43%,36.52%,00:03:03,0.01
star wars,"2,588",2.56,36.01%,30.30%,00:03:03,0.11
ouch,"2,586",2.30,31.83%,34.86%,00:03:25,0.02
explode,"2,584",2.74,36.22%,26.35%,00:03:29,0.03
sci fi,"2,582",3.49,32.53%,21.63%,00:04:25,0.04
clothes,"2,572",2.08,27.76%,38.58%,00:04:25,<0.01
crowd cheering,"2,560",2.13,40.43%,31.93%,00:03:26,0.01
lion roar,"2,559",2.14,36.85%,34.30%,00:03:20,0.01
shine,"2,544",1.91,26.93%,44.27%,00:02:55,0.03
chain,"2,541",2.46,31.56%,32.71%,00:04:02,0.02
construction,"2,539",2.33,30.72%,33.70%,00:04:00,0.04
bite,"2,537",2.49,32.56%,32.46%,00:03:46,0.04
instrumental,"2,535",3.22,44.22%,20.80%,00:04:08,0.10
cafe,"2,524",2.29,35.62%,33.25%,00:03:45,0.02
boo,"2,511",1.89,35.76%,39.84%,00:02:48,0.02
bear,"2,496",2.24,27.44%,38.69%,00:02:48,0.01
circus,"2,491",2.67,37.29%,28.59%,00:04:03,0.03
inception,"2,487",2.08,54.76%,25.19%,00:03:21,0.05
twinkle,"2,487",1.83,28.27%,44.29%,00:02:49,0.01
dark,"2,484",2.88,36.03%,24.23%,00:04:37,0.06
thunderstorm,"2,480",2.27,44.84%,27.48%,00:03:52,0.02
door closing,"2,471",1.93,28.94%,40.69%,00:03:20,0.01
cheers,"2,470",1.97,28.79%,40.26%,00:02:35,0.03
house,"2,470",2.42,26.19%,33.02%,00:02:32,0.05
dance,"2,467",2.91,34.13%,25.84%,00:03:29,0.06
animal,"2,462",3.39,30.58%,22.95%,00:03:32,0.05
bump,"2,462",2.47,23.68%,36.09%,00:03:00,0.02
oh,"2,461",2.37,20.52%,38.10%,00:02:30,<0.01
car start,"2,434",2.18,32.66%,36.20%,00:03:41,0.01
ting,"2,433",2.11,26.35%,39.75%,00:02:52,0.02
door knock,"2,431",2.00,37.93%,35.13%,00:03:56,0.02
book,"2,429",2.48,28.20%,32.39%,00:03:33,0.02
firework,"2,425",2.80,43.05%,23.41%,00:04:07,0.03
cloth,"2,414",2.35,26.55%,35.73%,00:04:27,<0.01
air horn,"2,412",2.02,48.59%,31.58%,00:02:18,0.04
drill,"2,405",2.08,32.02%,36.94%,00:03:30,0.03
gun shots,"2,400",2.60,36.00%,28.69%,00:03:50,0.02
mouse,"2,400",2.10,18.88%,45.49%,00:02:01,0.04
poof,"2,386",1.65,30.39%,50.05%,00:02:40,0.02
lake,"2,383",2.27,33.91%,33.39%,00:04:06,0.03
bullet,"2,378",2.42,26.24%,34.91%,00:02:53,0.04
screech,"2,374",2.07,20.30%,41.72%,00:02:38,0.02
voices,"2,374",2.85,30.03%,27.62%,00:03:35,0.04
yell,"2,372",2.39,21.92%,36.72%,00:02:44,0.03
room,"2,371",2.22,32.35%,33.80%,00:04:03,0.03
television,"2,365",2.86,33.45%,27.20%,00:03:40,0.02
strings,"2,361",2.97,34.14%,24.33%,00:03:55,0.04
swosh,"2,361",2.17,34.18%,35.53%,00:03:34,0.05
bed,"2,357",2.38,26.81%,36.63%,00:04:29,0.02
wind chimes,"2,357",2.38,41.92%,27.08%,00:03:51,0.02
film,"2,341",2.54,34.26%,29.52%,00:03:10,0.04
trap,"2,327",2.73,38.16%,25.98%,00:03:42,0.08
woman scream,"2,319",2.41,37.13%,29.20%,00:03:48,0.01
knocking,"2,314",2.14,31.76%,35.32%,00:03:43,0.02
rooster,"2,303",2.06,41.68%,32.32%,00:03:40,0.02
bip,"2,299",2.13,33.06%,36.90%,00:02:28,0.08
start,"2,295",2.41,20.00%,36.99%,00:02:12,0.03
metal hit,"2,283",2.53,27.33%,31.73%,00:03:54,0.01
church bells,"2,280",2.71,41.45%,24.80%,00:04:21,0.03
singing,"2,280",2.52,27.72%,31.49%,00:02:38,0.03
tree,"2,277",2.31,22.31%,37.02%,00:03:04,0.03
sexy,"2,275",2.83,28.66%,29.06%,00:03:29,0.05
drama,"2,274",2.52,34.92%,29.27%,00:04:09,0.05
fun,"2,272",2.05,24.69%,39.76%,00:02:07,0.07
photo,"2,248",1.91,47.73%,30.72%,00:02:27,0.02
goat,"2,237",2.19,38.58%,31.69%,00:03:26,0.04
lose,"2,220",2.76,35.32%,27.24%,00:03:23,0.01
panic,"2,219",2.29,24.38%,37.36%,00:03:28,0.02
moaning,"2,218",1.99,24.17%,43.03%,00:01:58,0.01
summer,"2,213",2.05,30.86%,37.29%,00:02:53,0.03
fish,"2,208",2.04,19.20%,46.44%,00:02:36,0.02
tv static,"2,206",1.87,50.54%,29.57%,00:03:21,0.02
spin,"2,203",2.51,25.24%,33.96%,00:03:25,0.01
tada,"2,197",1.71,33.27%,46.26%,00:02:38,0.03
conversation,"2,196",2.57,30.46%,31.01%,00:03:27,0.01
goal,"2,190",2.39,42.28%,29.70%,00:03:10,0.02
star,"2,190",1.99,20.64%,43.81%,00:02:17,0.02
breaking glass,"2,186",2.50,36.46%,28.36%,00:03:31,0.04
camera shutter,"2,186",2.30,51.05%,24.27%,00:03:02,0.03
lighter,"2,181",1.77,30.44%,42.68%,00:03:28,0.02
radio static,"2,180",2.11,46.70%,28.43%,00:03:40,0.03
sirens,"2,177",2.09,25.91%,39.28%,00:02:47,0.02
ambiance,"2,170",2.40,26.13%,33.66%,00:02:52,0.04
saw,"2,159",1.98,23.30%,43.14%,00:02:47,0.01
camera flash,"2,156",2.26,36.55%,31.95%,00:02:54,0.02
metal door,"2,154",2.42,28.23%,32.59%,00:04:10,<0.01
rolling,"2,150",2.73,19.91%,33.38%,00:03:41,0.02
lazer,"2,148",2.58,33.24%,29.55%,00:03:46,0.04
bling,"2,144",1.33,13.15%,71.66%,00:01:19,0.04
teleport,"2,143",2.82,41.06%,23.85%,00:04:16,0.04
gravel,"2,131",2.17,24.07%,39.12%,00:03:28,<0.01
slow motion,"2,128",2.57,36.89%,28.97%,00:03:52,0.04
balloon,"2,124",2.76,29.33%,29.15%,00:03:51,0.02
cut,"2,123",1.89,14.55%,49.69%,00:01:59,0.03
level up,"2,122",2.69,37.13%,26.13%,00:03:20,0.07
yelling,"2,117",2.37,22.11%,36.51%,00:02:40,0.02
animals,"2,116",2.59,29.58%,30.64%,00:02:58,0.09
logo,"2,100",2.98,45.71%,21.35%,00:04:24,0.08
idea,"2,095",1.68,23.72%,52.61%,00:02:25,0.01
sonar,"2,095",2.88,46.59%,21.43%,00:03:49,0.04
stop,"2,093",2.02,18.97%,44.67%,00:02:01,0.03
silence,"2,091",2.08,32.57%,35.67%,00:03:08,0.02
tank,"2,090",2.50,29.81%,33.76%,00:02:48,0.03
woman,"2,089",3.82,27.81%,21.24%,00:03:41,0.02
spray,"2,082",2.34,34.63%,31.85%,00:03:47,0.02
chainsaw,"2,079",2.07,39.87%,33.49%,00:04:02,0.02
outside,"2,066",2.00,29.38%,39.03%,00:03:22,0.03
bark,"2,064",2.12,37.98%,32.22%,00:03:01,0.02
grenade,"2,063",2.26,37.47%,31.40%,00:03:30,0.08
winner,"2,063",2.08,29.71%,39.66%,00:02:43,0.02
breaking,"2,055",2.60,18.35%,34.32%,00:02:54,0.03
digital,"2,044",3.25,30.23%,24.18%,00:04:01,0.06
sizzle,"2,043",2.01,31.52%,38.99%,00:03:20,0.02
groan,"2,037",2.29,17.38%,40.43%,00:02:48,0.02
chant,"2,035",2.88,33.91%,25.94%,00:03:18,0.04
explosions,"2,034",2.79,34.51%,26.56%,00:03:45,0.03
slurp,"2,032",1.94,28.49%,41.58%,00:03:24,0.02
medieval,"2,030",3.35,34.38%,23.00%,00:04:19,0.02
eat,"2,027",2.49,25.01%,35.19%,00:03:34,0.03
organ,"2,025",2.49,33.88%,29.79%,00:03:06,0.02
fx,"2,023",3.98,34.35%,17.99%,00:04:08,0.08
tone,"2,021",2.43,27.51%,32.52%,00:02:21,0.05
drink,"2,015",2.13,25.01%,39.79%,00:03:30,0.02
drip,"2,010",2.65,34.43%,27.87%,00:03:39,0.03
build up,"2,006",2.81,36.44%,26.16%,00:04:31,0.07
slot machine,"2,006",2.51,38.48%,29.43%,00:03:45,0.02
soccer,"1,994",2.64,33.25%,30.36%,00:03:19,0.03
speed,"1,983",2.29,20.98%,38.22%,00:02:27,0.02
chains,"1,978",2.43,30.54%,33.23%,00:04:07,0.01
burning,"1,977",2.11,27.06%,38.10%,00:03:06,0.03
stadium,"1,976",2.28,37.75%,32.33%,00:03:27,0.03
japanese,"1,975",3.96,31.95%,20.50%,00:03:38,0.02
cell phone,"1,974",2.42,25.89%,34.34%,00:02:49,0.01
giggle,"1,974",2.55,28.72%,31.63%,00:03:22,0.02
upbeat,"1,971",2.39,35.57%,30.17%,00:03:06,0.10
humming,"1,965",2.46,23.05%,36.47%,00:03:18,0.02
light switch,"1,963",1.76,34.84%,40.09%,00:03:23,0.02
record,"1,962",1.90,39.91%,35.32%,00:02:31,0.04
comedy,"1,957",2.91,35.31%,25.32%,00:03:37,0.04
body fall,"1,956",2.16,33.54%,34.90%,00:04:14,<0.01
fast,"1,949",2.35,21.09%,37.34%,00:02:36,0.05
cat meow,"1,947",2.54,39.91%,26.40%,00:03:53,0.02
zipper,"1,947",2.01,34.26%,36.03%,00:03:55,0.03
hiss,"1,946",2.33,27.34%,35.06%,00:02:56,0.02
wheel,"1,946",2.43,23.07%,36.43%,00:03:19,<0.01
western,"1,937",2.88,31.65%,29.10%,00:03:32,0.02
what,"1,937",2.43,31.44%,33.75%,00:03:08,0.01
lock,"1,930",2.11,32.64%,35.49%,00:02:56,0.03
car passing,"1,917",2.19,34.74%,33.43%,00:04:20,0.01
vocals,"1,915",3.26,48.67%,18.18%,00:04:00,0.08
projector,"1,914",2.11,49.95%,27.07%,00:03:08,0.04
hurt,"1,913",2.70,32.10%,29.54%,00:03:31,0.04
blast,"1,912",2.49,26.31%,33.05%,00:03:08,0.07
scary music,"1,911",2.49,38.41%,29.23%,00:04:27,0.02
tape,"1,910",2.17,21.68%,39.84%,00:02:43,0.02
Explosion,"1,907",2.47,44.78%,25.67%,00:03:46,0.03
rocks,"1,905",2.74,27.56%,30.20%,00:03:41,<0.01
cooking,"1,902",2.30,24.66%,37.51%,00:03:41,0.03
baseball,"1,897",3.47,41.75%,20.94%,00:04:00,0.03
dolphin,"1,892",1.99,45.56%,31.34%,00:03:06,0.01
triangle,"1,892",2.16,37.00%,32.24%,00:03:13,0.05
horses,"1,891",2.87,30.99%,28.38%,00:04:12,0.01
market,"1,891",2.21,28.77%,37.80%,00:03:35,0.02
bottle,"1,889",2.28,19.69%,38.65%,00:02:39,0.02
energy,"1,888",3.69,28.81%,22.19%,00:04:23,0.02
terror,"1,881",2.84,38.65%,24.63%,00:05:08,0.09
chatter,"1,875",2.09,21.97%,41.03%,00:02:50,0.01
girl,"1,875",3.74,28.48%,21.98%,00:03:51,0.05
yes,"1,874",2.27,21.13%,39.74%,00:02:16,0.02
cute,"1,870",2.78,26.36%,29.99%,00:02:44,0.04
romantic,"1,869",2.21,35.37%,34.25%,00:03:44,0.05
flag,"1,866",2.04,36.12%,34.97%,00:03:54,0.02
text,"1,861",2.23,25.85%,38.11%,00:02:28,0.04
woods,"1,857",2.17,27.52%,36.97%,00:02:56,0.02
marching,"1,856",2.18,34.86%,34.22%,00:03:41,0.02
coffee,"1,854",2.22,24.97%,37.80%,00:02:52,0.04
hi hat,"1,853",2.82,46.52%,21.29%,00:03:26,0.02
power,"1,853",2.57,24.88%,31.94%,00:02:57,0.04
effect,"1,852",3.73,29.81%,21.00%,00:04:25,0.06
spark,"1,850",2.45,27.89%,33.02%,00:03:04,0.03
claps,"1,849",2.20,36.07%,31.74%,00:02:42,0.04
acoustic guitar,"1,847",3.21,45.75%,20.19%,00:04:36,0.02
feedback,"1,844",2.49,45.66%,24.74%,00:03:42,0.04
zip,"1,843",1.74,24.42%,46.72%,00:02:57,0.03
reload,"1,834",2.56,39.42%,27.64%,00:03:07,0.03
ah,"1,831",2.05,18.62%,44.73%,00:02:35,0.04
driving,"1,831",2.19,29.27%,36.65%,00:03:34,0.02
heart monitor,"1,828",1.99,46.50%,31.27%,00:03:38,0.02
anime,"1,825",3.62,39.45%,20.79%,00:03:46,0.04
door creak,"1,823",2.09,31.76%,35.85%,00:04:13,<0.01
slash,"1,823",2.36,25.18%,36.59%,00:03:25,0.03
blip,"1,821",2.81,35.15%,26.05%,00:03:03,0.04
child,"1,819",2.96,27.32%,27.75%,00:03:23,0.02
game show,"1,813",2.90,41.75%,24.67%,00:03:22,0.01
help,"1,812",2.57,25.66%,34.69%,00:02:56,0.01
thriller,"1,810",2.78,34.81%,27.29%,00:04:45,0.05
baby cry,"1,809",2.07,41.18%,31.76%,00:03:44,0.01
subway,"1,809",2.44,31.84%,31.68%,00:04:17,0.02
whispers,"1,809",2.78,38.53%,25.31%,00:04:47,0.01
gameover,"1,806",1.56,50.50%,36.37%,00:01:45,0.01
rattle,"1,806",2.26,20.43%,38.70%,00:02:56,0.02
rustle,"1,803",2.11,22.68%,40.69%,00:02:52,0.02
classical,"1,800",2.73,34.50%,27.88%,00:03:47,0.05
crowd cheer,"1,800",2.16,38.00%,32.61%,00:03:22,0.01
hmm,"1,797",1.84,21.98%,49.35%,00:03:59,<0.01
electro,"1,795",2.76,32.14%,27.73%,00:03:28,0.10
country,"1,794",2.31,32.61%,32.99%,00:02:57,0.01
box,"1,789",2.12,15.48%,43.66%,00:02:37,0.03
spooky,"1,789",2.61,33.59%,28.58%,00:04:00,0.03
arcade,"1,788",2.87,30.98%,27.61%,00:03:39,0.03
man scream,"1,788",2.32,31.88%,33.24%,00:03:49,0.01
huh,"1,785",2.15,25.10%,40.00%,00:03:28,0.03
pling,"1,785",1.81,22.46%,48.76%,00:01:46,0.03
farm,"1,784",2.89,28.92%,28.63%,00:04:03,0.02
sound,"1,776",2.34,19.48%,36.30%,00:02:19,0.22
angel,"1,775",2.18,28.62%,36.80%,00:03:10,0.07
scratching,"1,775",1.98,20.23%,44.31%,00:02:32,<0.01
ufo,"1,775",2.66,35.77%,27.67%,00:04:20,0.06
whispering,"1,771",2.73,35.18%,27.73%,00:04:08,0.02
fireball,"1,766",2.17,36.98%,33.84%,00:04:02,0.06
kids playing,"1,766",1.99,28.88%,40.96%,00:03:21,0.02
classroom,"1,765",2.33,37.62%,31.37%,00:04:08,0.02
playground,"1,764",2.10,39.23%,33.24%,00:03:49,0.02
stairs,"1,764",2.21,25.74%,37.32%,00:04:06,<0.01
children playing,"1,763",2.17,33.35%,35.88%,00:03:56,0.02
dun dun dun,"1,759",1.76,44.40%,35.09%,00:03:27,0.04
shutter,"1,759",2.41,41.05%,27.99%,00:02:45,0.04
shaker,"1,750",2.60,47.71%,22.91%,00:03:38,0.04
relax,"1,748",2.21,31.86%,33.45%,00:02:39,0.05
snore,"1,745",2.13,40.57%,32.97%,00:04:15,0.02
ocean waves,"1,739",2.19,43.42%,28.45%,00:03:34,0.04
open,"1,735",2.21,18.73%,39.79%,00:02:20,0.03
trees,"1,731",2.06,29.69%,37.67%,00:03:25,0.01
saxophone,"1,728",2.69,37.73%,27.25%,00:03:47,0.05
space ship,"1,728",2.70,31.48%,28.62%,00:04:04,0.03
8bit,"1,725",4.21,39.88%,17.09%,00:04:48,0.06
flashback,"1,725",2.13,41.51%,32.55%,00:03:52,0.02
soundtrack,"1,725",2.86,40.75%,23.56%,00:03:45,0.09
vomit,"1,725",2.21,37.16%,34.40%,00:03:26,0.01
talk,"1,724",2.79,26.68%,29.24%,00:02:56,0.08
text message,"1,724",2.11,34.80%,35.87%,00:02:37,0.02
rifle,"1,719",2.95,35.66%,24.53%,00:03:34,0.02
drag,"1,715",2.54,23.67%,34.41%,00:03:55,0.01
girl scream,"1,711",2.14,33.31%,35.45%,00:04:03,0.02
pulse,"1,708",2.55,28.10%,30.64%,00:02:58,0.02
time,"1,708",2.28,23.36%,37.91%,00:02:48,0.03
crows,"1,707",2.23,36.15%,31.90%,00:03:48,0.02
boxing,"1,704",2.34,30.11%,35.69%,00:03:17,0.02
menu,"1,703",3.96,40.87%,17.27%,00:04:51,0.04
evil,"1,702",2.25,22.15%,38.29%,00:02:50,0.03
shouting,"1,697",2.35,22.98%,38.19%,00:02:52,0.01
die,"1,694",2.27,21.07%,38.42%,00:02:32,0.03
opening,"1,693",1.85,16.60%,47.82%,00:01:35,0.05
key,"1,692",2.09,22.10%,40.73%,00:02:54,0.02
wedding,"1,691",2.30,32.41%,35.55%,00:02:38,0.02
chewing,"1,690",2.18,28.40%,37.38%,00:03:33,0.02
dj scratch,"1,690",2.21,54.73%,24.02%,00:03:11,0.03
radio tuning,"1,689",2.49,55.54%,20.55%,00:04:39,0.03
children laughing,"1,686",2.22,33.45%,33.57%,00:03:33,0.01
window,"1,680",2.15,19.64%,40.52%,00:02:32,<0.01
stream,"1,676",2.01,35.08%,35.69%,00:03:29,0.02
ticking,"1,674",2.23,35.66%,31.62%,00:03:25,0.03
wolf howl,"1,674",2.46,41.82%,28.00%,00:03:47,0.03
clang,"1,671",2.39,25.91%,34.13%,00:03:36,0.04
mechanical,"1,668",3.10,28.24%,25.76%,00:04:14,0.03
scared,"1,668",2.57,21.34%,34.48%,00:03:41,0.02
disco,"1,667",2.66,34.31%,28.52%,00:03:26,0.03
fear,"1,667",2.76,27.77%,29.31%,00:04:30,0.02
garden,"1,667",2.12,34.19%,35.00%,00:03:38,0.03
spinning,"1,666",2.61,22.27%,33.40%,00:03:17,0.01
fire alarm,"1,663",2.56,37.94%,28.44%,00:03:46,<0.01
ahh,"1,661",1.86,20.47%,48.35%,00:02:19,<0.01
car stop,"1,661",2.08,20.05%,43.34%,00:03:21,<0.01
broken glass,"1,659",2.29,33.88%,31.92%,00:03:45,0.01
attack,"1,658",2.65,20.45%,34.42%,00:02:42,0.02
puff,"1,658",2.15,26.90%,38.63%,00:02:50,0.02
field,"1,657",2.30,28.00%,35.06%,00:03:30,0.03
timer,"1,657",2.11,34.94%,35.16%,00:02:48,0.07
electric guitar,"1,654",3.15,37.91%,22.58%,00:04:29,0.03
cinema,"1,653",2.46,28.31%,32.83%,00:03:09,0.05
indian,"1,652",2.52,29.18%,31.44%,00:03:22,0.03
gulp,"1,650",2.03,32.06%,38.36%,00:03:43,0.02
tambourine,"1,647",2.98,59.02%,16.47%,00:03:26,0.03
brake,"1,646",1.99,16.22%,46.84%,00:02:28,<0.01
score,"1,644",2.12,29.14%,37.95%,00:02:01,0.04
dogs,"1,643",2.36,34.14%,30.96%,00:03:51,0.03
smoking,"1,643",2.17,30.37%,37.36%,00:04:12,0.02
reggae,"1,642",3.28,42.45%,21.06%,00:04:12,0.06
foot step,"1,640",2.61,29.21%,30.41%,00:04:07,0.03
slide whistle,"1,638",1.92,36.26%,36.85%,00:04:01,0.02
car alarm,"1,629",2.64,35.54%,28.83%,00:04:07,0.02
pick up,"1,617",2.68,26.10%,30.76%,00:03:16,0.04
sneeze,"1,611",2.43,35.88%,30.95%,00:04:04,0.02
brush,"1,608",2.23,17.72%,40.75%,00:02:45,0.01
push,"1,605",1.99,13.33%,49.12%,00:02:09,<0.01
suspence,"1,603",2.25,34.62%,33.22%,00:03:35,0.05
landing,"1,595",2.08,18.12%,43.20%,00:02:29,<0.01
tornado,"1,592",2.22,30.15%,35.49%,00:03:32,0.01
welcome,"1,592",2.81,31.78%,30.08%,00:02:58,0.03
casino,"1,584",2.39,31.38%,32.67%,00:03:06,0.01
pen,"1,582",2.20,25.16%,38.51%,00:03:17,0.02
beer,"1,580",2.44,28.73%,33.77%,00:03:19,0.03
adventure,"1,577",2.58,34.81%,29.72%,00:03:14,0.06
cigarette,"1,577",2.65,34.69%,30.10%,00:04:08,0.01
train horn,"1,575",2.29,40.70%,29.04%,00:03:52,0.02
funk,"1,574",2.84,36.34%,25.71%,00:03:34,0.06
jumping,"1,573",2.58,24.73%,33.68%,00:03:34,0.01
end,"1,568",2.64,27.55%,29.70%,00:02:32,0.03
motorbike,"1,567",2.70,36.25%,28.40%,00:04:03,0.02
explotion,"1,562",1.24,9.35%,80.59%,00:00:45,0.04
guns,"1,562",2.51,35.85%,29.05%,00:03:09,0.03
military,"1,560",3.63,26.67%,23.13%,00:03:57,0.01
eerie,"1,556",2.47,33.74%,30.39%,00:04:03,0.05
bong,"1,555",1.70,25.21%,47.28%,00:01:53,0.01
ding dong,"1,540",2.42,29.16%,32.22%,00:02:48,0.02
chinese,"1,539",3.08,31.51%,26.27%,00:03:27,0.02
neon,"1,539",2.10,45.29%,30.11%,00:03:38,0.04
comic,"1,538",3.22,26.07%,26.44%,00:03:43,0.05
wind blowing,"1,535",1.98,28.73%,40.32%,00:03:37,<0.01
fireplace,"1,531",1.87,40.95%,35.31%,00:04:04,0.02
swallow,"1,530",1.96,26.73%,42.35%,00:03:36,<0.01
beats,"1,528",2.67,35.67%,27.40%,00:04:03,0.07
high heels,"1,528",2.25,37.50%,31.75%,00:04:15,0.01
plastic,"1,528",2.46,21.07%,35.56%,00:03:27,0.02
whistling,"1,528",2.31,28.01%,34.77%,00:03:50,<0.01
celebration,"1,527",2.12,23.51%,41.11%,00:02:19,0.02
calm,"1,526",2.34,25.88%,35.02%,00:03:12,0.06
exhale,"1,522",2.21,33.18%,35.10%,00:03:28,<0.01
string,"1,522",2.70,22.14%,32.27%,00:03:02,0.03
toilet,"1,522",2.03,32.52%,36.70%,00:03:07,0.04
shooting,"1,517",2.48,26.70%,33.10%,00:03:25,0.01
under water,"1,516",2.66,31.40%,29.38%,00:04:23,0.02
bloop,"1,514",2.26,29.79%,35.40%,00:02:54,0.03
police sirens,"1,508",2.23,38.46%,30.92%,00:03:48,0.03
bow,"1,506",2.28,20.45%,41.12%,00:02:38,0.02
roll,"1,506",2.53,20.98%,34.68%,00:02:44,0.02
appear,"1,505",2.50,21.73%,35.15%,00:02:55,<0.01
drumroll,"1,504",1.92,51.86%,28.61%,00:03:08,0.05
swimming,"1,504",2.24,28.66%,37.32%,00:03:29,<0.01
train whistle,"1,504",2.57,41.95%,26.09%,00:04:08,0.02
mystery,"1,503",2.83,36.26%,26.08%,00:04:42,0.03
car starting,"1,498",2.34,28.84%,34.21%,00:04:02,0.02
wrong answer,"1,498",1.80,34.45%,41.54%,00:02:25,0.02
fantasy,"1,497",3.13,34.27%,23.83%,00:03:34,0.04
honk,"1,496",2.09,30.48%,37.27%,00:02:36,0.01
cicada,"1,493",2.47,38.51%,28.31%,00:04:05,0.03
slime,"1,489",2.28,33.18%,34.84%,00:04:20,0.01
breathe,"1,484",2.37,32.08%,32.23%,00:03:31,0.03
warp,"1,484",2.56,32.61%,29.40%,00:03:48,0.02
poop,"1,483",1.66,28.32%,48.14%,00:01:56,0.02
dramatic music,"1,482",2.23,35.09%,32.65%,00:03:53,0.04
clock tick,"1,480",2.28,47.64%,25.27%,00:03:38,0.03
skateboard,"1,480",2.67,40.54%,26.64%,00:04:53,0.04
steam train,"1,477",2.94,39.81%,24.10%,00:05:06,0.01
lightsaber,"1,474",2.37,47.08%,27.66%,00:03:48,0.04
scare,"1,472",2.53,28.33%,31.80%,00:03:14,0.04
pub,"1,467",2.30,35.51%,33.06%,00:03:44,0.02
bees,"1,465",2.29,43.55%,27.15%,00:03:42,0.02
sparks,"1,465",2.25,29.28%,35.16%,00:03:28,0.03
kick drum,"1,464",3.30,35.66%,21.81%,00:03:48,0.02
censor,"1,462",1.47,72.57%,21.18%,00:02:13,0.03
liquid,"1,462",2.42,21.34%,36.74%,00:03:30,0.04
howl,"1,461",2.17,24.02%,38.39%,00:02:42,0.02
heaven,"1,460",2.06,24.38%,41.15%,00:03:06,0.05
collision,"1,458",2.61,24.42%,33.29%,00:02:39,0.03
sax,"1,457",3.21,44.61%,20.21%,00:04:08,0.03
wipe,"1,456",2.19,23.21%,40.26%,00:03:09,0.02
acapella,"1,454",3.07,50.83%,18.23%,00:03:29,0.04
sliding,"1,454",2.65,20.50%,34.09%,00:03:41,0.01
grab,"1,451",2.21,22.47%,40.60%,00:03:18,<0.01
oh no,"1,451",1.54,20.54%,60.60%,00:02:21,0.01
beam,"1,450",2.89,28.34%,27.92%,00:03:48,0.01
button click,"1,449",2.55,38.92%,26.21%,00:04:16,0.02
slice,"1,448",2.27,20.93%,39.34%,00:02:33,<0.01
female scream,"1,447",2.53,40.01%,27.18%,00:03:57,0.01
Thunder,"1,447",2.38,48.86%,24.61%,00:04:24,0.05
missile,"1,446",2.65,31.74%,29.23%,00:03:54,0.04
vinyl scratch,"1,442",2.34,50.76%,23.50%,00:02:48,0.02
telephone ring,"1,439",2.16,43.99%,29.17%,00:03:37,0.04
stretch,"1,438",2.11,21.91%,41.00%,00:03:30,0.01
japan,"1,437",3.15,33.96%,23.75%,00:03:38,0.07
car brake,"1,435",1.91,25.09%,43.83%,00:02:52,<0.01
Orgasm,"1,434",2.50,73.92%,12.97%,00:03:16,<0.01
rise,"1,432",2.75,37.15%,26.33%,00:03:40,0.06
donkey,"1,431",2.03,37.67%,37.34%,00:03:12,0.04
burn,"1,430",2.03,26.08%,40.70%,00:02:45,<0.01
flip,"1,429",2.36,23.02%,36.41%,00:02:51,0.03
porn,"1,424",1.87,31.88%,40.42%,00:02:06,0.02
electric shock,"1,423",2.18,34.86%,35.46%,00:03:58,0.02
heels,"1,419",2.32,33.54%,32.06%,00:04:32,0.02
wink,"1,414",1.41,35.29%,53.21%,00:02:43,0.04
gears,"1,413",2.66,26.54%,31.24%,00:03:38,0.02
horror music,"1,413",2.76,37.01%,26.17%,00:05:05,0.03
flap,"1,412",2.29,24.29%,36.97%,00:03:59,0.03
inhale,"1,410",2.32,29.65%,34.75%,00:03:45,0.01
gun cock,"1,407",1.88,37.38%,36.42%,00:03:29,0.02
gunshots,"1,406",2.53,34.21%,29.73%,00:03:42,0.04
